Mesocosm,Dosing,Biocide,Temperature,Treatment,Organism
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Ostracods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Ostracods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Ostracods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Copepods
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Naupli
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A11,Legacy,Urban & Rural,4,4UR,Keratella_quadrata
A12,Legacy,Urban & Rural,0,UR,Copepods
A12,Legacy,Urban & Rural,0,UR,Naupli
A12,Legacy,Urban & Rural,0,UR,Naupli
A12,Legacy,Urban & Rural,0,UR,Ostracods
A12,Legacy,Urban & Rural,0,UR,Naupli
A12,Legacy,Urban & Rural,0,UR,Copepods
A12,Legacy,Urban & Rural,0,UR,Naupli
A12,Legacy,Urban & Rural,0,UR,Copepods
A12,Legacy,Urban & Rural,0,UR,Copepods
A12,Legacy,Urban & Rural,0,UR,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Copepods
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Copepods
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Ostracods
A2,Never,None,0,Control,Copepods
A2,Never,None,0,Control,Copepods
A2,Never,None,0,Control,Copepods
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Copepods
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Naupli
A2,Never,None,0,Control,Copepods
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Asplanchna
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A2,Never,None,0,Control,Anomopoda
A3,Never,None,5,5c,Ostracods
A3,Never,None,5,5c,Copepods
A3,Never,None,5,5c,Ostracods
A4,Legacy,Urban & Rural,0,UR,Naupli
A4,Legacy,Urban & Rural,0,UR,Naupli
A4,Legacy,Urban & Rural,0,UR,Naupli
A4,Legacy,Urban & Rural,0,UR,Naupli
A4,Legacy,Urban & Rural,0,UR,Naupli
A4,Legacy,Urban & Rural,0,UR,Naupli
A5,Never,None,1,1c,Naupli
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Naupli
A5,Never,None,1,1c,Naupli
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Naupli
A5,Never,None,1,1c,Naupli
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Naupli
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Naupli
A5,Never,None,1,1c,Ostracods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Naupli
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A5,Never,None,1,1c,Copepods
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Ostracods
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Asplanchna
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Keratella_quadrata
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Keratella_cochlearis
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Keratella_cochlearis
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Copepods
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A7,Never,None,0,Control,Naupli
A7,Never,None,0,Control,Anomopoda
A9,Never,None,2,2c,Naupli
A9,Never,None,2,2c,Copepods
A9,Never,None,2,2c,Keratella_cochlearis
A9,Never,None,2,2c,Copepods
A9,Never,None,2,2c,Copepods
A9,Never,None,2,2c,Copepods
B12,Never,None,0,Control,Anomopoda
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Anomopoda
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Anomopoda
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Anomopoda
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Anomopoda
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Anomopoda
B12,Never,None,0,Control,Ostracods
B12,Never,None,0,Control,Anomopoda
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Anomopoda
B12,Never,None,0,Control,Anomopoda
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Copepods
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B12,Never,None,0,Control,Naupli
B2,Legacy,Urban,0,U,Ostracods
B2,Legacy,Urban,0,U,Ostracods
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Ostracods
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Ostracods
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B2,Legacy,Urban,0,U,Anomopoda
B3,Never,None,6,6c,Copepods
B3,Never,None,6,6c,Copepods
B3,Never,None,6,6c,Naupli
B3,Never,None,6,6c,Copepods
B3,Never,None,6,6c,Naupli
B3,Never,None,6,6c,Copepods
B5,Legacy,Rural,0,R,Copepods
B5,Legacy,Rural,0,R,Naupli
B6,Never,None,7,7c,Anomopoda
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Anomopoda
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Anomopoda
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Anomopoda
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Anomopoda
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Anomopoda
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Anomopoda
B6,Never,None,7,7c,Anomopoda
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Ostracods
B6,Never,None,7,7c,Copepods
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Naupli
B6,Never,None,7,7c,Naupli
