Mesocosm,Season,Year,Treatment,Organism
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Ostracods
A1,Spring,2019,4,Ostracods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Copepods
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
A1,Spring,2019,4,Keratella_quadrata
